fila_excel,pedido,producto,cantidad,error
2205,91943.0,Bouquet 12 Rosas,1,producto no encontrado
2206,91944.0,Flora Box Sembrado 12 Rosas,1,producto no encontrado
2211,91949.0,Mini Box Rosas Rojas,1,producto no encontrado
2212,91950.0,Flora Box Mediana Pastel,1,producto no encontrado
2214,91952.0,Marquito Rosas,1,producto no encontrado
2216,91954.0,Flora Box Redonda Rosas y Claveles,1,producto no encontrado
2217,91955.0,Bouquet 12 Rosas,1,producto no encontrado
2218,91956.0,Bouquet 12 Rosas,1,producto no encontrado
2220,91958.0,Flora Heart Mediano,1,producto no encontrado
2221,91959.0,Bouquet 36 Rosas,1,producto no encontrado
2222,91960.0,Bouquet 12 Rosas,1,producto no encontrado
2229,91967.0,Bouquet 6 Rosas,1,producto no encontrado
2230,91968.0,Bouquet 50 Rosas,1,producto no encontrado
2235,91973.0,Bouquet 6 Rosas,1,producto no encontrado
2239,91977.0,Bouquet 12 Rosas,1,producto no encontrado
2240,91978.0,Mini Heart Rosas,1,producto no encontrado
2244,91982.0,Flora Heart Mediano,1,producto no encontrado
2246,91984.0,Bouquet 6 Rosas,1,producto no encontrado
2249,91987.0,Flora Box Redonda Rosas y Claveles,1,producto no encontrado
2250,91988.0,Bouquet 12 Rosas,1,producto no encontrado
2251,91989.0,Mini Box Rosas Rojas,4,producto no encontrado
2252,91990.0,Mini Box Rosas Rojas,1,producto no encontrado
2253,91991.0,Flora Box Romantic 24 Rosas,1,producto no encontrado
2254,91992.0,Mini Heart Rosas,1,producto no encontrado
2257,91995.0,Bouquet 12 Rosas,1,producto no encontrado
2258,91996.0,Bouquet 12 Rosas,1,producto no encontrado
2259,91997.0,Flora Box Redonda Rosas y Claveles,1,producto no encontrado
2260,91998.0,Mini Heart Rosas,1,producto no encontrado
2261,91999.0,BASE DE CERÁMICAS CORAZONES SURTIDO,1,producto no encontrado
2262,92000.0,Mini Heart Rosas,1,producto no encontrado
2265,92003.0,Bouquet 12 Rosas,1,producto no encontrado
2267,92005.0,Bouquet 12 Rosas,1,producto no encontrado
2269,92007.0,Flora Heart Extragrande,1,producto no encontrado
2271,92009.0,Bouquet 6 Rosas,1,producto no encontrado
2272,92010.0,Canasto Surtido con Rosas,1,producto no encontrado
2273,92011.0,Bouquet 36 Rosas,1,producto no encontrado
2274,92012.0,Bouquet 6 Rosas Y ESTRELLA DE BELEN UN PAQUETE,1,producto no encontrado
2279,92017.0,Mini Heart Rosas,1,producto no encontrado
2281,92019.0,Flora Heart Mediano,1,producto no encontrado
2282,92020.0,Bouquet 12 Rosas,1,producto no encontrado
2283,92021.0,Mini Heart Rosas,1,producto no encontrado
2284,92022.0,Bouquet 6 Rosas,1,producto no encontrado
2287,92025.0,Mini Heart Rosas,1,producto no encontrado
2289,92027.0,Bouquet 24 Rosas,1,producto no encontrado
2289,92027.0,Bouquet 12 Rosas,1,producto no encontrado
2290,92028.0,Mini Heart Rosas,1,producto no encontrado
2293,92031.0,Mini Heart Surtido,1,producto no encontrado
2294,92032.0,Bouquet 12 Rosas,1,producto no encontrado
2295,92033.0,Mini Heart Surtido,1,producto no encontrado
2296,92034.0,Flora frame rosas,1,producto no encontrado
2297,92035.0,Bouquet 6 Rosas,2,producto no encontrado
2300,92038.0,Mini Heart Surtido,1,producto no encontrado
