fila_excel,pedido,producto,cantidad,error
1255,90992.0,Mini Box Hortensias y Mini Rosa Y 12 ROSAS SUELTAS,1,producto no encontrado
1274,91011.0,Flora Box Mediana Pastel,1,producto no encontrado
1277,91014.0,Arreglo Personalizado + topper feliz cumpleaños,1,producto no encontrado
1304,91041.0,Flora Box Mediana Pastel,1,producto no encontrado
1329,91066.0,Canasto 24 Rosas + Orquideas BLANCAS OJO,1,producto no encontrado
1343,91080.0,Flora Box Mediana Pastel,1,producto no encontrado
1374,91112.0,3 rosas rojas,1,producto no encontrado
1400,91138.0,flores surtidas,1,producto no encontrado
1408,91146.0,Bouquet 12 Rosas blancas,1,producto no encontrado
1468,91206.0,Flora Box Mediana Pastel,1,producto no encontrado
1495,91233.0,Bouquet 12 Rosas,1,producto no encontrado
1498,91236.0,Bouquet 50 Rosas Rosadas,1,producto no encontrado
