fila_excel,pedido,producto,cantidad,error
3003,92672.0,9 rosas sueltas,1,producto no encontrado
3004,92680.0,Encanto flora  M/15,1,producto no encontrado
3030,92701.0,Encanto flora  M/15,1,producto no encontrado
3031,92700.0,Corazón Mediano Rosas M/11,1,producto no encontrado
3033,92708.0,Solitario con 2 rosas fucsias,1,producto no encontrado
3056,92754.0,Encanto flora  M/15,1,producto no encontrado
3065,92730.0,Bouquet surtido,1,producto no encontrado
3076,92740.0,Encanto flora  M/15,1,producto no encontrado
3078,92739.0,Bouquet 12 Rosas,1,producto no encontrado
3087,92750.0,Encanto flora  M/15,1,producto no encontrado
3088,92789.0,Encanto flora  M/15,1,producto no encontrado
3089,92756.0,Encanto flora  M/15,1,producto no encontrado
3092,92755.0,Flores surtidas,1,producto no encontrado
