fila_excel,pedido,producto,cantidad,error
2802,92504.0,Mini Box Orquidea,1,producto no encontrado
2805,92506.0,Bouquet 12 Rosas Rojas,1,producto no encontrado
2806,92508.0,Mini Box Orquidea,1,producto no encontrado
2807,92509.0,Flora Box Redonda 24 Rosas de Jardin,1,producto no encontrado
2812,92512.0,Canasto Mediano Sweet,1,producto no encontrado
2816,92517.0,Mini Box Orquidea,1,producto no encontrado
2819,92519.0,Flora Box Mediana Pastel,1,producto no encontrado
2821,92521.0,Marquito Orquidea M,1,producto no encontrado
2823,92525.0,Flora Box Solitario Rosa ROSADA,3,producto no encontrado
2832,92531.0,Mini Box Orquidea,1,producto no encontrado
2834,92533.0,Guacal Hortensias,1,producto no encontrado
2841,92536.0,Canasto 100 rosas rojas,1,producto no encontrado
2842,92557.0,Flora Box Romantic Flores 24 Rosas M/18,1,producto no encontrado
2846,92567.0,Mini Box Orquidea,1,producto no encontrado
2852,92543.0,solitario rosa blanca o rosada en capuchón plástico,16,producto no encontrado
2864,92554.0,Bouquet tulipanes (10),1,producto no encontrado
2865,92553.0,Flora Box Solitario rosa  1× Vino Espumoso JP. Chenet 175 ml,1,producto no encontrado
2873,92560.0,bouquet como foto,1,producto no encontrado
2877,92565.0,Flora Box Romantic Flores 24 Rosas M/18,1,producto no encontrado
2884,92570.0,Flora Box Mediana 24 Rosas adicionarle una orquídea,1,producto no encontrado
2886,92573.0,BOUQUET SURTIDO COMO FOTO,1,producto no encontrado
