fila_excel,pedido,producto,cantidad,error
1106,90843.0,corona,1,producto no encontrado
1118,90855.0,"Bouquet Gerbera colores amarillo pálido,lila y rosado",1,producto no encontrado
1121,90858.0,Flora Box surtida con rosas rosadas,1,producto no encontrado
1126,90863.0,Bouquet 6 Rosas Rosadas,1,producto no encontrado
1152,90889.0,1 mini box hortensias y mini rosas,1,producto no encontrado
1154,90891.0,Sudario #77,1,producto no encontrado
1160,90897.0,Flora Box Mediana Pastel,1,producto no encontrado
1166,90903.0,BOUQUET X 12 ROSAS ROJAS,1,producto no encontrado
1170,90907.0,Cerámica orquídea,1,producto no encontrado
1173,90910.0,flora box grande 36 rosas rojas,1,producto no encontrado
1177,90914.0,Flora Box Solitario Rosa roja,1,producto no encontrado
