fila_excel,pedido,producto,cantidad,error
3105,92765.0,1 FLORA MINI PLUS BOX REDONDA,1,producto no encontrado
3109,92769.0,Encanto flora  M/15,1,producto no encontrado
3113,92776.0,Encanto flora  M/15,1,producto no encontrado
3120,92774.0,mini box orquídea - solitario,1,producto no encontrado
3140,92808.0,Encanto flora  M/15,1,producto no encontrado
3147,92795.0,Marquito Surtido  M/14,1,producto no encontrado
3159,92819.0,Encanto flora  M/15,1,producto no encontrado
3174,92820.0,Mini Box Claveles M/23(Clavel Mamón),1,producto no encontrado
3184,92832.0,Mini Box Orquidea M/22   1x Bouquet x 3 Rosas Rojas,1,producto no encontrado
3187,92828.0,Encanto flora  M/15,1,producto no encontrado
3188,92848.0,Corazon Mediano Surtido,1,producto no encontrado
3190,92867.0,Marquito Surtido  M/14,1,producto no encontrado
3199,92859.0,Mini Box Orquidea,1,producto no encontrado
