fila_excel,pedido,producto,cantidad,error
2905,92591.0,Flora Box Grande Pastel / topper welcome baby,1,producto no encontrado
2910,92605.0,Cabeza Mujer M/15,1,producto no encontrado
2917,92608.0,bouquet novia con cartuchos,1,producto no encontrado
2918,92602.0,mini box clavel rosado,1,producto no encontrado
2919,92606.0,Mini Box  claveles,1,producto no encontrado
2935,92618.0,Mini Box Claveles M/23/ Flora mini plus redonda,1,producto no encontrado
2936,92622.0,Encanto flora  M/15,1,producto no encontrado
2942,92624.0,10 ROSAS ROJAS,1,producto no encontrado
2946,92633.0,Corazón Mediano Surtido,1,producto no encontrado
2947,92627.0,solitario rosas fucsia #20,1,producto no encontrado
2948,92630.0,10 solitarios rosas fucsias,10,producto no encontrado
2961,92642.0,Encanto flora  M/15,1,producto no encontrado
2984,92670.0,8 Solitarios de Tulipán,1,producto no encontrado
