fila_excel,pedido_id,barrio,error
1973,3627,Recoger en Tienda,barrio no encontrado
1974,3628,Recoger en Tienda,barrio no encontrado
1975,3629,Recoger en Tienda,barrio no encontrado
1978,3631,Recoger en Tienda,barrio no encontrado
1987,3638,Recoger en Tienda,barrio no encontrado
1997,3646,Recoger en Tienda,barrio no encontrado
1999,3648,Recoger en Tienda,barrio no encontrado
2000,3649,Ciudad Jardín Modelo,barrio no encontrado
2002,3651,Recoger en Tienda,barrio no encontrado
2007,3654,Recoger en Tienda,barrio no encontrado
2011,3656,Recoger en Tienda,barrio no encontrado
2017,3658,Recoger en Tienda,barrio no encontrado
2023,3664,Recoger en Tienda,barrio no encontrado
2025,3666,Recoger en Tienda,barrio no encontrado
2034,3673,Recoger en Tienda,barrio no encontrado
2053,3684,Recoger en Tienda,barrio no encontrado
2063,3691,Recoger en Tienda,barrio no encontrado
2066,3694,Recoger en Tienda,barrio no encontrado
2068,3695,Recoger en Tienda,barrio no encontrado
2082,3703,Recoger en Tienda,barrio no encontrado
2083,3704,Recoger en Tienda,barrio no encontrado
2088,3709,Recoger en Tienda,barrio no encontrado
2095,3714,Recoger en Tienda,barrio no encontrado
2099,3718,Recoger en Tienda,barrio no encontrado
2102,3720,Recoger en Tienda,barrio no encontrado
2103,3721,Recoger en Tienda,barrio no encontrado
2122,3732,Recoger en Tienda,barrio no encontrado
2124,3734,Recoger en Tienda,barrio no encontrado
2128,3736,Recoger en Tienda,barrio no encontrado
2130,3737,Recoger en Tienda,barrio no encontrado
2152,3749,Recoger en Tienda,barrio no encontrado
2156,3752,Recoger en Tienda,barrio no encontrado
2166,3759,Recoger en Tienda,barrio no encontrado
2168,3760,Recoger en Tienda,barrio no encontrado
2190,3769,Recoger en Tienda,barrio no encontrado
2194,3772,Recoger en Tienda,barrio no encontrado
2202,3778,Recoger en Tienda,barrio no encontrado
2203,3779,Recoger en Tienda,barrio no encontrado
2209,3783,Recoger en Tienda,barrio no encontrado
2231,3795,Recoger en Tienda,barrio no encontrado
2264,3809,Recoger en Tienda,barrio no encontrado
2276,3813,Recoger en Tienda,barrio no encontrado
2278,3814,Recoger en Tienda,barrio no encontrado
2286,3816,Recoger en Tienda,barrio no encontrado
2299,3821,Recoger en Tienda,barrio no encontrado
2308,3824,Recoger en Tienda,barrio no encontrado
2310,3825,Recoger en Tienda,barrio no encontrado
2322,3828,Recoger en Tienda,barrio no encontrado
2330,3831,Recoger en Tienda,barrio no encontrado
2344,3840,Recoger en Tienda,barrio no encontrado
2352,3842,Recoger en Tienda,barrio no encontrado
2354,3843,Recoger en Tienda,barrio no encontrado
2363,3847,Recoger en Tienda,barrio no encontrado
2364,3848,Recoger en Tienda,barrio no encontrado
2367,3849,Recoger en Tienda,barrio no encontrado
2373,3853,Recoger en Tienda,barrio no encontrado
2377,3856,Recoger en Tienda,barrio no encontrado
2378,3857,Recoger en Tienda,barrio no encontrado
2381,3859,Recoger en Tienda,barrio no encontrado
2382,3860,Recoger en Tienda,barrio no encontrado
2387,3865,Recoger en Tienda,barrio no encontrado
2392,3870,Recoger en Tienda,barrio no encontrado
2393,3871,Recoger en Tienda,barrio no encontrado
2394,3872,Recoger en Tienda,barrio no encontrado
2396,3873,Recoger en Tienda,barrio no encontrado
2402,3876,Recoger en Tienda,barrio no encontrado
2404,3878,Recoger en Tienda,barrio no encontrado
2406,3880,Recoger en Tienda,barrio no encontrado
2411,3884,Recoger en Tienda,barrio no encontrado
2413,3886,Recoger en Tienda,barrio no encontrado
2415,3888,Recoger en Tienda,barrio no encontrado
2416,3889,Recoger en Tienda,barrio no encontrado
2421,3892,Recoger en Tienda,barrio no encontrado
2422,3893,Recoger en Tienda,barrio no encontrado
2423,3894,Recoger en Tienda,barrio no encontrado
2424,3895,Recoger en Tienda,barrio no encontrado
2429,3900,Recoger en Tienda,barrio no encontrado
2431,3902,Recoger en Tienda,barrio no encontrado
2435,3906,Recoger en Tienda,barrio no encontrado
2439,3910,Recoger en Tienda,barrio no encontrado
2440,3911,Recoger en Tienda,barrio no encontrado
2442,3913,Recoger en Tienda,barrio no encontrado
2444,3915,Recoger en Tienda,barrio no encontrado
2449,3920,Recoger en Tienda,barrio no encontrado
2452,3922,Recoger en Tienda,barrio no encontrado
2453,3923,Recoger en Tienda,barrio no encontrado
2454,3924,Recoger en Tienda,barrio no encontrado
2455,3925,Recoger en Tienda,barrio no encontrado
2457,3926,Recoger en Tienda,barrio no encontrado
2460,3929,Recoger en Tienda,barrio no encontrado
2465,3934,Recoger en Tienda,barrio no encontrado
2468,3937,Recoger en Tienda,barrio no encontrado
2469,3938,Recoger en Tienda,barrio no encontrado
2482,3948,Recoger en Tienda,barrio no encontrado
2486,3952,Recoger en Tienda,barrio no encontrado
2496,3960,Recoger en Tienda,barrio no encontrado
2503,3966,Recoger en Tienda,barrio no encontrado
2507,3969,Recoger en Tienda,barrio no encontrado
2508,3970,Recoger en Tienda,barrio no encontrado
2511,3972,Recoger en Tienda,barrio no encontrado
2519,3979,Recoger en Tienda,barrio no encontrado
2520,3980,Recoger en Tienda,barrio no encontrado
2521,3981,Recoger en Tienda,barrio no encontrado
2522,3982,Recoger en Tienda,barrio no encontrado
2524,3984,Recoger en Tienda,barrio no encontrado
2527,3986,Recoger en Tienda,barrio no encontrado
2528,3987,Recoger en Tienda,barrio no encontrado
2529,3988,Recoger en Tienda,barrio no encontrado
2535,3994,Recoger en Tienda,barrio no encontrado
2541,4000,Recoger en Tienda,barrio no encontrado
2543,4002,Recoger en Tienda,barrio no encontrado
2544,4003,Recoger en Tienda,barrio no encontrado
2548,4006,Recoger en Tienda,barrio no encontrado
2553,4011,Recoger en Tienda,barrio no encontrado
2556,4013,Recoger en Tienda,barrio no encontrado
2557,4014,Recoger en Tienda,barrio no encontrado
2558,4015,Recoger en Tienda,barrio no encontrado
2559,4016,Recoger en Tienda,barrio no encontrado
2561,4018,Recoger en Tienda,barrio no encontrado
2564,4021,Recoger en Tienda,barrio no encontrado
2566,4023,Recoger en Tienda,barrio no encontrado
2574,4030,Recoger en Tienda,barrio no encontrado
2575,4031,Recoger en Tienda,barrio no encontrado
2584,4039,Recoger en Tienda,barrio no encontrado
2590,4045,Recoger en Tienda,barrio no encontrado
2599,4053,Recoger en Tienda,barrio no encontrado
2618,4069,Recoger en Tienda,barrio no encontrado
2622,4073,Recoger en Tienda,barrio no encontrado
2625,4075,Recoger en Tienda,barrio no encontrado
2626,4076,Recoger en Tienda,barrio no encontrado
2629,4079,Recoger en Tienda,barrio no encontrado
2638,4087,Recoger en Tienda,barrio no encontrado
2639,4088,Recoger en Tienda,barrio no encontrado
2663,4110,Recoger en Tienda,barrio no encontrado
2667,4114,Recoger en Tienda,barrio no encontrado
2672,4119,Recoger en Tienda,barrio no encontrado
2676,4121,Recoger en Tienda,barrio no encontrado
2681,4126,Recoger en Tienda,barrio no encontrado
2683,4128,Recoger en Tienda,barrio no encontrado
2685,4130,Recoger en Tienda,barrio no encontrado
2691,4136,Recoger en Tienda,barrio no encontrado
2694,4139,Recoger en Tienda,barrio no encontrado
2698,4143,Recoger en Tienda,barrio no encontrado
2706,4151,Recoger en Tienda,barrio no encontrado
2707,4152,Recoger en Tienda,barrio no encontrado
2710,4154,Recoger en Tienda,barrio no encontrado
2715,4159,Recoger en Tienda,barrio no encontrado
2717,4161,Recoger en Tienda,barrio no encontrado
2718,4162,Recoger en Tienda,barrio no encontrado
2719,4163,Recoger en Tienda,barrio no encontrado
2721,4165,Recoger en Tienda,barrio no encontrado
2727,4171,Recoger en Tienda,barrio no encontrado
2732,4175,Recoger en Tienda,barrio no encontrado
2736,4178,Recoger en Tienda,barrio no encontrado
2740,4181,Recoger en Tienda,barrio no encontrado
2747,4188,Recoger en Tienda,barrio no encontrado
2749,4189,Recoger en Tienda,barrio no encontrado
2750,4190,Recoger en Tienda,barrio no encontrado
2754,4194,Recoger en Tienda,barrio no encontrado
2756,4196,Recoger en Tienda,barrio no encontrado
2770,4210,Recoger en Tienda,barrio no encontrado
2774,4214,Recoger en Tienda,barrio no encontrado
2777,4217,Recoger en Tienda,barrio no encontrado
2779,4218,Recoger en Tienda,barrio no encontrado
2783,4220,Recoger en Tienda,barrio no encontrado
2784,4221,Recoger en Tienda,barrio no encontrado
2810,4240,Recoger en Tienda,barrio no encontrado
2831,4251,Recoger en Tienda,barrio no encontrado
2848,4260,Recoger en Tienda,barrio no encontrado
2854,4264,Recoger en Tienda,barrio no encontrado
2859,4267,Recoger en Tienda,barrio no encontrado
2860,4268,Recoger en Tienda,barrio no encontrado
2861,4269,Recoger en Tienda,barrio no encontrado
2871,4274,Recoger en Tienda,barrio no encontrado
2885,4281,Recoger en Tienda,barrio no encontrado
2903,4288,Recoger en Tienda,barrio no encontrado
2904,4289,Recoger en Tienda,barrio no encontrado
2911,4293,Recoger en Tienda,barrio no encontrado
2915,4296,Recoger en Tienda,barrio no encontrado
2918,4298,Recoger en Tienda,barrio no encontrado
2928,4301,Recoger en Tienda,barrio no encontrado
2931,4304,Recoger en Tienda,barrio no encontrado
2932,4305,Recoger en Tienda,barrio no encontrado
2941,4308,Recoger en Tienda,barrio no encontrado
2950,4313,Recoger en Tienda,barrio no encontrado
2951,4314,Recoger en Tienda,barrio no encontrado
2954,4315,Recoger en Tienda,barrio no encontrado
2955,4316,Recoger en Tienda,barrio no encontrado
2969,4319,Recoger en Tienda,barrio no encontrado
2972,4321,Recoger en Tienda,barrio no encontrado
2973,4322,Recoger en Tienda,barrio no encontrado
2981,4324,Recoger en Tienda,barrio no encontrado
2983,4325,Recoger en Tienda,barrio no encontrado
3000,4329,Recoger en Tienda,barrio no encontrado
